CUI,SNIP,NOMBRE DE LA INVERSIÓN,ESTADO DE LA INVERSIÓN,TIPO DE INVERSIÓN,UNIDAD EJECUTORA DE INVERSIONES (UEI),COSTO DE INVERSIÓN VIABLE / APROBADO,COSTO DE INVERSIÓN ACTUALIZADO,COSTO TOTAL DE LA INVERSIÓN ACTUALIZADO,¿TIENE EXPEDIENTE TÉCNICO O DOCUMENTO EQUIVALENTE?,AVANCE FINANCIERO ACUMULADO,DEVENGADO ACUMULADO AL 2024,¿SE ENCUENTRA PROGRAMADO EN EL PMI?,PIM 2024 EN AVANCE FINANCIERO,PIM 2024,PIM 2023,PIM 2022
2447539,2447539,MEJORAMIENTO DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO DEL CANAL CACHIPAMPA BAJA EN EL SECTOR CACHIPAMPA BAJA DEL DISTRITO DE YAUTAN - PROVINCIA DE CASMA - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"2,864,763.3","4,279,255.16","4,279,255.16",SI   ,81 %,"3,466,913.27",SI   ,"429,501.00","429,501.00","2,323,072.00","4,275,758.00"
2447773,2447773,RECUPERACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LAS LOCALIDADES DE ZONA BAJA DEL DISTRITO DE ZEPITA - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ZEPITA,"727,735.11","750,990.13","750,990.13",SI   ,29.7 %,"223,358.8",SI   ,0.00,No info. disponible,"31,000.00","202,730.00"
2447863,2447863,MEJORAMIENTO DE LA TRANSITABILIDAD DE LAS VIAS URBANAS EN LA LOCALIDAD COLCAMAR Y EN EL ANEXO LA PAMPA DISTRITO DE COLCAMAR - PROVINCIA DE LUYA - DEPARTAMENTO DE AMAZONAS,ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL AMAZONAS - SEDE CENTRAL,"5,018,712.78","9,051,988.24","9,134,189.24",SI   ,43.1 %,"3,934,626.34",SI   ,"55,010.00","55,010.00","3,107,168.00","7,885,032.00"
2447931,2447931,"CREACION DEL SERVICIO DE ALMACÉN MUNICIPAL DE LA MUNICIPALIDAD PROVINCIAL DE PUNO, DISTRITO DE PUNO - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO",CERRADO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PUNO,"2,367,321.12","2,072,927.92","2,072,927.92",SI   ,86.5 %,"1,793,005.89",NO,0.00,No info. disponible,"12,000.00","4,065.00"
2448477,2448477,"REPARACION DE TARIMA Y ACCESORIOS DE LA TRIBUNA; CONSTRUCCION DE CERCO PERIMÉTRICO; EN EL(LA) PLAZA DE TOROS EN LA LOCALIDAD LIRCAY, DISTRITO DE LIRCAY, PROVINCIA ANGARAES, DEPARTAMENTO HUANCAVELICA",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE ANGARAES - LIRCAY,"397,074.45","501,913.38","501,913.38",SI   ,85.6 %,"429,486.58",NO,0.00,No info. disponible,No info. disponible,"66,434.00"
2449195,2449195,MEJORAMIENTO Y AMPLIACION DE REDES DE MEDIA Y BAJA TENSIÓN EN LOS CENTROS POBLADOS Y COMUNIDADES DEL DISTRITO DE PALLPATA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UF DE LA EMPRESA REGIONAL DE SERVICIO PÚBLICO DEELECTRICIDAD DEL SUR ESTE S.A.A. - ELECTRO SURESTE S.A.A.,"3,201,376.17","5,235,166.71","5,235,166.71",SI   ,19.3 %,"1,012,068.14",NO,0.00,No info. disponible,No info. disponible,"89,924.00"
2449904,2449904,"REPARACION DE VIAS DE ACCESO; EN EL(LA) CALLES URBANAS DE LA LOCALIDAD DE PUERTO BERMUDEZ DISTRITO DE PUERTO BERMUDEZ, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD DISTRITAL DE PUERTO BERMUDEZ,"798,995.5","902,515.79","902,515.79",SI   ,82.8 %,"747,729.31",NO,0.00,No info. disponible,No info. disponible,"95,642.00"
2450419,2450419,CREACION DE LOS SERVICIOS DE TRANSITABILIDAD TRAMO PIRURO Y SAN JUAN DEL DISTRITO DE PANAO - PROVINCIA DE PACHITEA - DEPARTAMENTO DE HUANUCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PACHITEA,"3,761,434.16","5,265,412.64","5,265,412.64",SI   ,24.8 %,"1,305,516.81",SI   ,"39,000.00","39,000.00","10,000.00","821,154.00"
2450436,2450436,"RECUPERACION DE CAMINO VECINAL EN RUTA PI-679 EMP.PI-110 (YANCHALÁ) - AYPATE - HUAMBA REAL, DEL DISTRITO DE AYABACA - PROVINCIA DE AYABACA - PIURA.",ACTIVO,FUR,UEIPI-GSRLCC,"44,043,262.01","47,008,053.82","47,008,053.82",SI   ,80.9 %,"38,043,642.09",NO,"5,675,980.00","5,675,980.00","7,955,056.00","10,117,772.00"
2450533,2450533,"RECUPERACION DE CAMINO VECINAL EN PI-661 EMP.PI-655 (AUL) EMP.PI-621, DEL DISTRITO DE AYABACA - PROVINCIA DE AYABACA - PIURA",ACTIVO,FUR,UEIPI-GSRLCC,"6,514,175.67","7,093,062.42","7,093,062.42",SI   ,82.3 %,"5,840,679.32",NO,0.00,0.00,0.00,"651,941.00"
2450749,2450749,RECUPERACION DE CAMINO VECINAL EN PI-712 (EMP.PI-708) LAGUNAS - ALTO LAGUNAS - LUCUMAL - CRUZ HUACAS - NUEVO PROGRESO - TAPUL - EMP.PI-717 (MÉJICO) DEL DISTRITO DE LAGUNAS - PROVINCIA DE AYABACA- PIURA,ACTIVO,FUR,UEIPI-GSRLCC,"29,291,780.47","28,552,777.73","28,552,777.73",SI   ,75 %,"21,420,037.12",NO,0.00,0.00,0.00,"9,791,000.00"
2450823,2450823,"REHABILITACION DE CAMINO VECINAL – 22.84 KM EN EMP. PE TAYAPAMPA – COCHORCO – SAN ISIDRO – SOQUIAN – CACHIMARCA – ROSAS – PEÑASUL – SUCCHAMARCA – ALTO SUCCHA, DISTRITO DE COCHORCO – PROVINCIA SÁNCHEZ CARRIÓN – DEPARTAMENTO LA LIBERTAD",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION,"20,033,175.93","20,584,287.21","20,584,287.21",SI   ,56.3 %,"11,591,984.57",NO,"2,847,825.00","2,847,825.00","8,130,509.00","7,900,111.00"
2450864,2450864,MEJORAMIENTO DEL SERVICIO DEL CAMPO DEPORTIVO EN LA COMUNIDAD CAMPESINA DE LLAMPA DEL DISTRITO DE QUIQUIJANA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE QUIQUIJANA,"296,758.16","395,094.66","395,094.66",SI   ,63.2 %,"249,891.31",NO,0.00,No info. disponible,No info. disponible,0.00
2450884,2450884,CREACION DE PALACIO MUNICIPAL DEL CENTRO POBLADO DE PUTACCA DEL DISTRITO DE VINCHOS - PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE VINCHOS,"633,754.16","633,754.16","633,754.16",SI   ,99.1 %,"628,131.92",NO,0.00,No info. disponible,No info. disponible,"2,949.00"
2451115,2451115,"MEJORAMIENTO Y AMPLIACION DEL CAMINO VECINAL, EMP. PE - 3N - HUAYOBAMBA: CA. 1562 - PAUCAMARCA DEL DISTRITO DE GREGORIO PITA - PROVINCIA DE SAN MARCOS - DEPARTAMENTO DE CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE GREGORIO PITA,"20,327,282.88","23,847,847.51","24,097,897.78",SI   ,97.9 %,"23,583,864.17",SI   ,"3,452,274.00","3,452,274.00","15,087,519.00","5,621,623.00"
2451698,2451698,MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN LOS CANALES LATERALES DEL CANAL PRINCIPAL N° 3 ORCOTUNA - SICAYA DEL DISTRITO DE SICAYA - PROVINCIA DE HUANCAYO - DEPARTAMENTO DE JUNIN,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SICAYA,"31,185,658.6","32,586,812.06","33,238,548.29",SI   ,54.5 %,"18,099,381.5",SI   ,"17,709,437.00","17,709,437.00","32,534,812.00","5,324,957.00"
2451748,2451748,"REHABILITACIÓN Y REPOSICIÓN DEL CENTRO DE SALUD LAS LOMAS, DISTRITO DE LAS LOMAS, PROVINCIA PIURA, REGIÓN PIURA",ACTIVO,FUR,PROGRAMA NACIONAL DE INVERSIONES-PRONIS - UNIDAD EJECUTORA DE INVERSIONES,"5,747,946.93","14,501,922.2","14,706,042.37",SI   ,26.7 %,"3,924,732.79",NO,"4,214,843.00","4,214,843.00","271,694.00","2,421,403.00"
2452010,2452010,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO RURAL EN 6 LOCALIDADES DEL DISTRITO DE JILILI - PROVINCIA DE AYABACA - DEPARTAMENTO DE PIURA,ACTIVO,PROYECTO DE INVERSION,UEIMDNA DE LA MUNICIPALIDAD DISTRITAL DE JILILI,"5,452,492.82","5,152,362.79","5,152,362.79",SI   ,41 %,"2,111,430.49",SI   ,"26,449.00","26,449.00","2,486,912.00","4,610,127.00"
2452062,2452062,CREACION SERVICIO DE AGUA PARA EL SISTEMA DE RIEGO EN EL SECTOR PACHAPAQUI EN LA COMUNIDAD DE CHACLLA DEL DISTRITO DE SAN ANTONIO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN ANTONIO-HUAROCHIRI,"2,969,891.13","3,716,662.57","3,716,662.57",SI   ,57.3 %,"2,129,116.1",NO,0.00,No info. disponible,No info. disponible,"2,141,294.00"
2452163,2452163,"REHABILITACIÓN DE LOS SERVICIOS DE AGUA POTABLE, ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN LAS LOCALIDADES VILLA MEJORADA Y PULPITO ALTA, DISTRITO LLOCHEGUA, PROVINCIA HUANTA, DEPARTAMENTO AYACUCHO",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD DISTRITAL DE LLOCHEGUA,"1,100,073.82","1,252,306.72","1,252,306.72",SI   ,99.2 %,"1,242,307.42",NO,"9,999.00","9,999.00","96,225.00","1,242,309.00"
2452715,2452715,"MEJORAMIENTO DE LOS SERVICIOS DE PROMOCIÓN Y COMERCIALIZACIÓN DE LOS PRODUCTOS AGROPECUARIOS, AGROINDUSTRIALES, ARTESANALES Y CULTURALES A TRAVÉS DE FERIAS Y EXPRESIONES ORIGINARIAS EN EL DISTRITO DE VILCAS HUAMAN - PROVINCIA DE VILCAS HUAMAN - DEPARTAMENTO DE AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE VILCASHUAMAN,"1,135,290.7","1,135,290.7","1,135,290.7",SI   ,89.5 %,"1,016,000.38",NO,0.00,No info. disponible,No info. disponible,"771,774.00"
2452915,2452915,CREACION DE LOS SERVICIOS DEL CENTRO DE DESARROLLO Y FORTALECIMIENTO DE LA FAMILIA EN EL CENTRO POBLADO DE LINGAN PATA DEL DISTRITO DE CHOTA - PROVINCIA DE CHOTA - DEPARTAMENTO DE CAJAMARCA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CHOTA,"278,140.93","247,880.05","247,880.05",SI   ,90.7 %,"224,842.55",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2453918,2453918,CREACION DE CAMINO VECINAL MOLLEPAMPA - PALLCCA DEL DISTRITO DE CHACA - PROVINCIA DE HUANTA - DEPARTAMENTO DE AYACUCHO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHACA,"1,174,993.07","1,183,384.02","1,183,384.02",SI   ,8.1 %,"96,345.00",NO,0.00,No info. disponible,No info. disponible,"21,000.00"
2453982,2453982,CREACION DEL CANAL DE RIEGO HUAYCOCOCHA – MAYAS VIEJO EN EL CENTRO POBLADO DE MAYAS DEL DISTRITO DE CONCHUCOS - PROVINCIA DE PALLASCA - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CONCHUCOS,"3,196,335.05","3,309,225.21","3,309,225.21",SI   ,98 %,"3,243,087.1",NO,0.00,No info. disponible,No info. disponible,"1,050,062.00"
2454127,2454127,"CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA CALLE JOSE DE SAN MARTIN, CALLE 28 DE JULIO Y CALLE TAMBO EN EL CENTRO POBLADO DE VICOS, DISTRITO DE MARCARA - PROVINCIA DE CARHUAZ - DEPARTAMENTO DE ANCASH",ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"2,324,513.82","4,322,485.36","4,322,485.36",SI   ,70.9 %,"3,063,230.67",SI   ,"556,354.00","556,354.00","298,803.00","3,994,183.00"
2454177,2454177,CREACION DEL CAMPO DEPORTIVO DE GRAS SINTÉTICO EN EL CASERÍO DE LUCMA DEL DISTRITO DE TARICA - PROVINCIA DE HUARAZ - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE TARICA,"671,010.4","899,881.13","899,881.13",SI   ,98.9 %,"889,619.9",SI   ,"15,915.00","15,915.00","246,263.00","477,839.00"
2454289,2454289,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES DE LA PROLONGACIÓN ANCASH, TAMBO, QUINREY CANCHA Y COCHAC EN LA LOCALIDAD DE MARCARA DEL DISTRITO DE MARCARA - PROVINCIA DE CARHUAZ - DEPARTAMENTO DE ANCASH",ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"2,531,764.45","4,363,326.6","4,363,326.6",SI   ,92.4 %,"4,032,105.48",SI   ,"255,691.00","255,691.00","361,300.00","3,751,618.00"
2454356,2454356,CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL DESDE ASHNUCANCHA - TACTASH DEL DISTRITO DE YANAMA - PROVINCIA DE YUNGAY - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"1,629,268.26","4,494,375.73","4,494,375.73",SI   ,4.3 %,"191,729.00",SI   ,"431,934.00","431,934.00","2,251,404.00","4,657,503.00"
2455192,2455192,"REPARACION DE LUGARES HISTÓRICOS O CULTURALES; EN EL(LA) IGLESIA DE LA RECOLETA EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE LIMA,"1,518,820.21","2,996,350.03","2,996,350.03",SI   ,97.3 %,"2,915,828.98",NO,0.00,No info. disponible,"10,000.00","227,616.00"
2455218,2455218,"REPARACION DE LUGARES HISTÓRICOS O CULTURALES; EN EL(LA) IGLESIA SANTA ROSA DE LOS PADRES EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE LIMA,"2,119,344.97","4,256,756.76","4,256,756.76",SI   ,99 %,"4,214,891.88",NO,0.00,No info. disponible,"10,000.00","528,298.00"
2455460,2455460,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL CAMINO VECINAL ENTRE EL TRAMO DEL SECTOR DE PAULLO CHICO Y PATABAMBA DEL DISTRITO DE COYA - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE COYA,"834,416.26","834,416.26","834,416.26",NO   ,0.5 %,"4,220.5",SI   ,"90,796.00","90,796.00",0.00,0.00
2455617,2455617,"MEJORAMIENTO Y AMPLIACION DE SANEAMIENTO BÁSICO DE LOS CASERÍOS DE RANRA, RUTUNA, RAYO, YUNCAJ DEL DISTRITO DE POMABAMBA - PROVINCIA DE POMABAMBA - DEPARTAMENTO DE ANCASH",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE POMABAMBA,"5,491,171.99","5,864,129.39","5,864,129.39",SI   ,79.3 %,"4,647,457.95",NO,"781,213.00","781,213.00","3,869,091.00","1,449,581.00"
2455859,2455859,"MEJORAMIENTO DEL SISTEMA DE DISTRIBUCIÓN EN MEDIA Y BAJA TENSIÓN DE 69 SED'S EN LOS DISTRITOS DE PARIÑAS, LA BREA, EL ALTO, LOS ORGANOS, Y MANCORA, 5 DISTRITOS DE LA PROVINCIA DE TALARA - DEPARTAMENTO DE PIURA",ACTIVO,PROYECTO DE INVERSION,JEFATURA DE ADMINISTRACIÓN DE PROYECTOS - ENOSA,"23,021,061.99","24,114,463.11","24,114,463.11",SI   ,0 %,0.00,SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2456273,2456273,"CREACION DE CAMINO VECINAL DE CARRETERA DE LA COMUNIDAD NATIVA DE LIMATAMBO (8+515), AL SECTOR DE TIRIPISHARI, DISTRITO DE VILLA KINTIARINA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE VILLA KINTIARINA,"3,075,002.24","3,075,002.24","3,075,002.24",SI   ,39.2 %,"1,206,624.25",NO,0.00,No info. disponible,No info. disponible,"22,272.00"
2456355,2456355,MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN LAS LOCALIDADES DE YANAOCCO- OCCE-CCOLLOTA DE LA COMUNIDAD DE CCOLLOTA DEL DISTRITO DE PACAPAUSA - PROVINCIA DE PARINACOCHAS - DEPARTAMENTO DE AYACUCHO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE PACAPAUSA,"192,952.68","192,952.68","192,952.68",SI   ,69.5 %,"134,066.00",NO,0.00,No info. disponible,No info. disponible,"50,000.00"
2456967,2456967,"REHABILITACIÓN DE LAS CAPTACIONES Y LINEAS DE CONDUCCIÓN DEL SISTEMA DE AGUA POTABLE DEL DISTRITO DE PAMPACOLCA, PROVINCIA DE CASTILLA - DEPARTAMENTO DE AREQUIPA",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CASTILLA,"2,404,264.54","1,451,764.56","1,451,764.56",SI   ,55.6 %,"807,525.28",NO,"626,641.00","626,641.00","40,098.00","1,378,666.00"
2457237,2457237,"MEJORAMIENTO DEL SERVICIO EDUCATIVO INICIAL, PRIMARIA Y SECUNDARIA EN LA I.E. VICTOR RAUL HAYA DE LA TORRE EN LA LOCALIDAD DE LOMA LARGA BAJA DEL DISTRITO DE SAN MIGUEL DE EL FAIQUE - PROVINCIA DE HUANCABAMBA - DEPARTAMENTO DE PIURA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE,"9,247,788.54","17,231,336.5","17,368,235.03",SI   ,59.2 %,"10,275,035.25",SI   ,"290,000.00","290,000.00","211,268.00","1,831,320.00"
2457251,2457251,"CONSTRUCCION DE VIAS DE ACCESO; EN EL(LA) CALLE ALFONSO UGARTE Y CALLE BUENAVENTURA MARQUEZ L=1,090.15 M-1.09 KM DISTRITO DE CONTAMANA, PROVINCIA UCAYALI, DEPARTAMENTO LORETO",ACTIVO,IOARR,UEI - GERENCIA REGIONAL DE INFRAESTRUCTURA,"256,705.78","411,313.61","411,313.61",SI   ,42.8 %,"176,084.09",SI   ,0.00,0.00,0.00,"36,462.00"
2457256,2457256,"CONSTRUCCION DE VIAS DE ACCESO; EN EL(LA) CALLE CIRCUNVALACIÓN, CALLE JUAN PABLO II,CALLE LUIS RENGIFO GUEVARA Y CALLE ROLDAN TUESTA RUIZ -BARRIO SHIRINGAL L=1,307.57 M -1.31 KM, DISTRITO DE CONTAMANA, PROVINCIA UCAYALI, DEPARTAMENTO LORETO",ACTIVO,IOARR,UEI - GERENCIA REGIONAL DE INFRAESTRUCTURA,"306,657.71","468,583.25","468,583.25",SI   ,42.5 %,"199,299.58",SI   ,0.00,0.00,0.00,"205,054.00"
2457292,2457292,"CONSTRUCCION DE VIAS DE ACCESO; EN EL(LA) CALLE PALESTINA,CALLE BELLAVISTA,CALLE MARACAN Y CALLE BELÉN -AA.HH PADRE ZAPICO RAMOS L=1,691.40 M -1.69 KM, DISTRITO DE CONTAMANA, PROVINCIA UCAYALI, DEPARTAMENTO LORETO",ACTIVO,IOARR,UEI - GERENCIA REGIONAL DE INFRAESTRUCTURA,"360,850.57","632,137.04","632,137.04",SI   ,41.3 %,"260,943.18",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2457349,2457349,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS PRINCIPALES CALLES DE LA ASOCIACIÓN DE VIVIENDA VIRGEN DE LA CANDELARIA (ASOVICH), DISTRITO DE CHARACATO - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHARACATO,"12,283,287.99","20,406,917.18","20,406,917.18",SI   ,3 %,"612,158.94",SI   ,"1,870,965.00","1,870,965.00","1,698,797.00","2,070,013.00"
2457467,2457467,CREACION CARRETERA DEL TRAMO DE PAMPAQQUEHUAR-PATAQQUEHUAR DISTRITO DE QUIQUIJANA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE QUIQUIJANA,"2,036,168.85","1,792,348.88","1,792,348.88",SI   ,30.8 %,"551,534.00",SI   ,0.00,0.00,No info. disponible,0.00
2457616,2457616,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS FUNERARIOS PÚBLICOS DEL CEMENTERIO DE SOCOS DEL DISTRITO DE SOCOS - PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SOCOS,"2,016,361.45","2,016,361.45","2,016,361.45",SI   ,13.4 %,"270,618.98",SI   ,"233,912.00","233,912.00",0.00,0.00
2457760,2457760,MEJORAMIENTO DEL SERVICIO DE PRODUCCION PECUARIA EN LA COMUNIDAD DE ANANSAYA COLLANA DEL DISTRITO DE ESPINAR - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE ESPINAR,"1,975,431.67","3,878,197.42","3,878,197.42",SI   ,74.8 %,"2,902,325.53",NO,0.00,No info. disponible,"119,636.00","478,036.00"
2457765,2457765,CREACION DEL SISTEMA DE PREVENCIÓN PARA EL CONTROL DE FLUJOS HIPERCONCENTRADOS E INUNDACIONES DE LAS QUEBRADAS EN EL CENTRO POBLADO DE CASQUINA DEL DISTRITO DE APLAO - PROVINCIA DE CASTILLA - DEPARTAMENTO DE AREQUIPA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CASTILLA,"560,943.27","560,943.27","560,943.27",SI   ,68.4 %,"383,704.76",NO,0.00,No info. disponible,No info. disponible,"162,848.00"
2457915,2457915,CREACION DEL PUENTE CARROZABLE SOBRE EL RIÓ VILCANOTA EN EL SECTOR CALICANTO DEL DISTRITO DE URCOS - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI,"3,080,039.51","4,916,126.01","4,916,126.01",SI   ,57.1 %,"2,805,776.88",SI   ,0.00,0.00,"25,841.00","2,584,265.00"
2458261,2458261,"CREACION CARRETERA, TRAMO ALTA WISQ´A - PHALCHANI EN EL C. C. HAYUNI DISTRITO DE QUIQUIJANA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE QUIQUIJANA,"615,365.61","728,355.25","728,355.25",SI   ,26.9 %,"195,734.55",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2458617,2458617,IRI EN LOCAL EDUCATIVO CON CÓDIGO DE LOCAL 018552,ACTIVO,FUR,PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA,"5,232,227.05","5,232,227.00","5,232,227.00",SI   ,29.7 %,"1,554,888.4",NO,"3,137,187.00","3,137,187.00","1,967,844.00","87,528.00"
2458685,2458685,"MEJORAMIENTO DEL SERVICIO DE AGUA PARA EL SISTEMA DE RIEGO SECTOR CASHAPAMPA - LA CAPILLA -ASHOC, DISTRITO DE YUPAN - PROVINCIA DE CORONGO - DEPARTAMENTO DE ANCASH",ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"1,960,215.72","4,864,653.09","4,864,653.09",SI   ,72 %,"3,502,365.08",SI   ,"1,362,289.00","1,362,289.00","3,828,731.00","4,303,278.00"
2458751,2458751,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ELECTRIFICACION EN EL BARRIO VIRA BAJO, EN LA LOCALIDAD DE HUARI - DISTRITO DE HUARI - PROVINCIA DE HUARI - DEPARTAMENTO DE ANCASH",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE HUARI,"353,680.11","533,789.38","533,789.38",SI   ,86 %,"459,052.17",NO,"48,329.00","48,329.00","202,204.00","500,290.00"
2458767,2458767,CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL DE TROCHA CARROZABLE DEL TRAMO: RIÓ ÑAUPAMARCA - ÑAUPAMARCA DE LA LOCALIDAD DE ÑAUPAMARCA DEL DISTRITO DE CHURUBAMBA - PROVINCIA DE HUANUCO - DEPARTAMENTO DE HUANUCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHURUBAMBA,"641,407.9","720,634.09","720,634.09",SI   ,40.5 %,"292,010.02",NO,0.00,No info. disponible,No info. disponible,"205,584.00"
2459055,2459055,"RENOVACION DE VIAS DE ACCESO; EN EL(LA) AVENIDA PARTICIPACIÓN DISTRITO DE SAN JUAN BAUTISTA, PROVINCIA MAYNAS, DEPARTAMENTO LORETO",ACTIVO,IOARR,UEI - GERENCIA REGIONAL DE INFRAESTRUCTURA,"1,891,295.02","8,691,046.57","8,691,046.57",SI   ,44.1 %,"3,834,221.24",SI   ,"1,965,867.00","1,965,867.00","196,394.00","186,474.00"
